,movie_title,movie_year,movie_rating_avg,movie_rating_no,user_rated_date,user_rating,movie_id,user
217,Grand Budapest Hotel,2014,"7,8",242 378,25 listopada 2015,7,661817,greyshh
218,Ścierwodziad,2009,"3,8",66,25 listopada 2015,3,555010,greyshh
219,"Kocha, lubi, szanuje",2011,"7,4",206 062,22 listopada 2015,7,564225,greyshh
220,Melancholia,2011,"6,9",77 272,21 listopada 2015,7,547745,greyshh
221,Listy do M. 2,2015,"6,3",108 859,18 listopada 2015,5,736267,greyshh
222,W ciemności,2011,"7,2",102 090,12 listopada 2015,9,525620,greyshh
223,Wałęsa. Człowiek z nadziei,2013,"6,3",78 426,12 listopada 2015,8,608184,greyshh
224,Miś,1980,"7,8",324 686,9 listopada 2015,7,896,greyshh
225,Epoka lodowcowa 2: Odwilż,2006,"7,2",195 302,8 listopada 2015,6,106112,greyshh
226,Okrucieństwo nie do przyjęcia,2003,"5,9",27 622,8 listopada 2015,4,38605,greyshh
227,To właśnie miłość,2003,"7,6",247 010,8 listopada 2015,7,99390,greyshh
228,Epoka lodowcowa 3: Era dinozaurów,2009,"7,0",133 727,8 listopada 2015,8,433359,greyshh
229,Epoka lodowcowa,2002,"7,6",476 685,8 listopada 2015,8,32014,greyshh
230,Marzyciel,2004,"7,6",248 320,8 listopada 2015,8,98590,greyshh
231,Wyścig,2013,"7,8",150 725,8 listopada 2015,7,628262,greyshh
232,Wściekłe pięści Węża,2006,"7,0",18 658,6 listopada 2015,5,311861,greyshh
233,Ze śmiercią jej do twarzy,1992,"6,8",110 997,3 listopada 2015,7,11979,greyshh
234,Chłopcy z ferajny,1990,"8,3",284 579,1 listopada 2015,8,1033,greyshh
235,Powrót do przyszłości II,1989,"7,5",170 954,25 października 2015,7,8824,greyshh
236,Powrót do przyszłości,1985,"7,4",320 993,25 października 2015,8,8823,greyshh
237,Adwokat diabła,1997,"7,9",408 396,21 października 2015,8,2,greyshh
238,Gorączka,1995,"8,1",144 735,19 października 2015,9,660,greyshh
239,Dzień świstaka,1993,"7,2",131 997,19 października 2015,7,5293,greyshh
240,Ostatni samuraj,2003,"7,7",265 641,19 października 2015,9,36447,greyshh
241,Blue Jasmine,2013,"6,9",83 365,19 października 2015,8,657891,greyshh
242,Marzyciele,2003,"7,3",60 642,19 października 2015,,34199,greyshh
243,Dom zły,2009,"7,4",167 946,19 października 2015,,470384,greyshh
244,"Wszystko, co kocham",2009,"7,0",89 010,19 października 2015,7,498675,greyshh
245,Obywatel,2014,"5,7",26 347,19 października 2015,6,699039,greyshh
246,Pod Mocnym Aniołem,2014,"6,9",125 427,7 października 2015,7,660451,greyshh
247,"New York, New York",1977,"7,2",6 824,22 września 2015,7,8071,greyshh
248,Quo vadis,2001,"5,5",60 336,13 września 2015,6,1311,greyshh
249,2012,2009,"6,2",259 495,13 września 2015,7,433913,greyshh
250,Gwiezdne wojny: Część II - Atak klonów,2002,"7,2",212 088,11 sierpnia 2015,8,1465,greyshh
251,"Człowiek, który gapił się na kozy",2009,"6,3",71 713,18 lipca 2015,7,490321,greyshh
252,"Kobieta na Marsie, mężczyzna na Wenus",2008,"6,2",11 206,16 lipca 2015,7,492300,greyshh
253,Misja,1986,"8,0",56 252,14 lipca 2015,8,1037,greyshh
254,Gwiezdne wojny: Część I - Mroczne widmo,1999,"7,2",265 836,6 lipca 2015,7,520,greyshh
255,Coś za mną chodzi,2014,"5,6",48 989,27 czerwca 2015,5,714528,greyshh
256,Disco Polo,2015,"5,0",61 492,27 czerwca 2015,7,716498,greyshh
257,Dzikie historie,2014,"7,6",119 154,27 czerwca 2015,10,689545,greyshh
258,Kobieta-Kot,2004,"5,3",62 207,27 czerwca 2015,6,34928,greyshh
259,Szybcy i wściekli 7,2015,"7,3",145 801,25 czerwca 2015,,678251,greyshh
260,Pokój Marvina,1996,"7,1",27 744,25 czerwca 2015,7,145,greyshh
261,Wkręceni 2,2014,"5,7",38 607,24 czerwca 2015,7,728477,greyshh
262,Fatalna namiętność,1997,"6,8",7 235,24 czerwca 2015,7,50,greyshh
263,Żelazna Dama,2011,"6,8",79 912,23 czerwca 2015,8,584251,greyshh
264,Kasyno,1995,"8,1",151 720,23 czerwca 2015,8,1029,greyshh
265,Zakochani w Rzymie,2012,"6,3",79 596,12 czerwca 2015,8,616141,greyshh
266,Manhattan,1979,"7,7",30 958,12 czerwca 2015,8,7540,greyshh
267,Pięćdziesiąt twarzy Greya,2015,"4,5",179 076,12 czerwca 2015,5,655761,greyshh
268,"Pół żartem, pół serio",1959,"7,9",96 420,11 czerwca 2015,9,30671,greyshh
269,127 godzin,2010,"7,1",123 205,2 czerwca 2015,8,546975,greyshh
270,Ciacho,2010,"3,7",86 299,29 maja 2015,4,533535,greyshh
271,80 milionów,2011,"7,0",40 344,9 maja 2015,7,537460,greyshh
272,Speed: Niebezpieczna prędkość,1994,"6,8",127 752,20 kwietnia 2015,6,1012,greyshh
273,Dom nad jeziorem,2006,"7,3",112 191,20 kwietnia 2015,8,192133,greyshh
274,28 dni,2000,"6,7",26 945,20 kwietnia 2015,7,931,greyshh
275,I'm Not There. Gdzie indziej jestem,2007,"7,3",12 898,19 kwietnia 2015,10,209604,greyshh
276,Motyl Still Alice,2014,"7,5",73 304,13 kwietnia 2015,9,702277,greyshh
277,O północy w Paryżu,2011,"7,1",189 208,13 kwietnia 2015,8,562509,greyshh
278,Kobiety pragną bardziej,2009,"6,6",91 139,6 kwietnia 2015,8,453958,greyshh
279,Gniew oceanu,2000,"7,0",46 764,6 kwietnia 2015,8,954,greyshh
280,Millerowie,2013,"7,1",209 449,6 kwietnia 2015,8,152844,greyshh
281,Eurotrip,2004,"6,9",191 838,6 kwietnia 2015,6,108122,greyshh
282,Pan Tadeusz,1999,"6,2",111 134,6 kwietnia 2015,7,630,greyshh
283,Hobbit: Bitwa Pięciu Armii,2014,"7,2",227 410,15 marca 2015,7,662242,greyshh
284,Milczenie owiec,1991,"8,2",652 842,15 marca 2015,9,1047,greyshh
285,Whiplash,2014,"8,1",272 472,15 marca 2015,8,698847,greyshh
286,Birdman,2014,"7,2",170 276,25 lutego 2015,7,680709,greyshh
287,Pingwiny z Madagaskaru,2014,"6,8",81 991,2 lutego 2015,7,664609,greyshh
288,Rewers,2009,"7,0",78 702,29 stycznia 2015,7,501455,greyshh
289,Miasto 44,2014,"6,4",158 497,29 stycznia 2015,8,637019,greyshh
290,Autor widmo,2010,"7,2",115 994,23 stycznia 2015,8,463952,greyshh
291,Lot,2012,"7,4",130 610,23 stycznia 2015,8,627908,greyshh
292,Więzień labiryntu,2014,"7,0",199 901,22 stycznia 2015,6,609757,greyshh
293,Zabójstwo Jesse'ego Jamesa przez tchórzliwego Roberta Forda,2007,"7,2",44 586,15 stycznia 2015,,209978,greyshh
294,Rozgrywka,1973,"6,4",438,5 stycznia 2015,7,38718,greyshh
295,Co gryzie Gilberta Grape'a,1993,"7,8",289 551,30 grudnia 2014,7,1236,greyshh
296,Step Up 2,2008,"6,8",121 321,30 grudnia 2014,6,436696,greyshh
297,Dawno temu w Ameryce,1984,"8,2",101 243,30 grudnia 2014,9,1038,greyshh
298,Rzeka tajemnic,2003,"7,7",161 561,30 grudnia 2014,7,97112,greyshh
299,Służące,2011,"8,1",265 694,28 grudnia 2014,8,567127,greyshh
300,Od zmierzchu do świtu,1996,"7,2",146 084,27 grudnia 2014,8,8269,greyshh
301,Happy Feet: Tupot małych stóp,2006,"6,5",60 921,25 grudnia 2014,8,118564,greyshh
302,Gwiazd naszych wina,2014,"7,5",214 925,11 grudnia 2014,,681825,greyshh
303,Szybcy i wściekli 5,2011,"7,4",173 976,10 grudnia 2014,6,560189,greyshh
304,Buntownik z wyboru,1997,"8,1",263 585,10 grudnia 2014,9,21,greyshh
305,Turysta,2010,"6,6",183 848,10 grudnia 2014,6,484295,greyshh
306,Kevin sam w domu,1990,"7,1",402 028,23 listopada 2014,,6721,greyshh
307,Trzy metry nad niebem,2010,"7,2",132 621,22 listopada 2014,1,571889,greyshh
308,Slumdog. Milioner z ulicy,2008,"7,4",582 978,22 listopada 2014,8,468296,greyshh
309,Stowarzyszenie Umarłych Poetów,1989,"7,8",296 609,22 listopada 2014,7,1262,greyshh
310,Śmierć nadejdzie jutro,2002,"6,8",68 082,16 listopada 2014,,32237,greyshh
311,Różyczka,2010,"7,4",61 775,12 listopada 2014,8,490328,greyshh
312,Jutro nie umiera nigdy,1997,"7,0",59 179,12 listopada 2014,8,76,greyshh
313,Goldfinger,1964,"7,4",49 303,12 listopada 2014,7,814,greyshh
314,Pół serio,2000,"6,2",2 315,10 listopada 2014,,30583,greyshh
315,Ida,2013,"6,6",111 866,10 listopada 2014,,546529,greyshh
316,Czarownica,2014,"7,3",207 143,8 listopada 2014,5,557330,greyshh
317,Dwunastu gniewnych ludzi,1997,"8,1",47 667,26 października 2014,8,5267,greyshh
318,Serce nie sługa,2005,"6,5",31 521,21 października 2014,8,112036,greyshh
319,Bogowie,2014,"8,0",324 133,19 października 2014,8,694378,greyshh
320,Mamma Mia!,2008,"6,6",228 576,18 października 2014,7,375547,greyshh
321,Across the Universe,2007,"7,3",32 039,18 października 2014,8,259149,greyshh
322,Przerwana lekcja muzyki,1999,"7,9",224 204,18 października 2014,8,882,greyshh
323,Human Traffic,1999,"7,4",34 594,18 października 2014,8,911,greyshh
324,500 dni miłości,2009,"7,1",141 025,18 października 2014,7,480762,greyshh
325,Pamiętnik,2004,"8,0",350 062,18 października 2014,8,38887,greyshh
326,Blow,2001,"7,8",210 369,18 października 2014,7,4258,greyshh
327,Poradnik pozytywnego myślenia,2012,"7,2",283 342,18 października 2014,7,506803,greyshh
328,Sex Story,2011,"6,4",120 101,18 października 2014,7,565167,greyshh
329,Terminal,2004,"7,4",236 524,18 października 2014,8,106408,greyshh
330,Między słowami,2003,"7,4",153 786,18 października 2014,7,104454,greyshh
331,Choć goni nas czas,2007,"7,6",239 849,18 października 2014,7,372601,greyshh
332,Joe Black,1998,"7,7",257 661,18 października 2014,8,74,greyshh
333,Piraci z Karaibów: Na nieznanych wodach,2011,"7,4",289 409,18 października 2014,7,491118,greyshh
334,Ratatuj,2007,"7,3",264 887,18 października 2014,8,123312,greyshh
335,Bruce Wszechmogący,2003,"6,9",472 065,18 października 2014,7,37889,greyshh
336,Piraci z Karaibów: Skrzynia umarlaka,2006,"7,8",405 259,18 października 2014,6,107404,greyshh
337,Nietykalni,2011,"8,7",638 102,18 października 2014,7,583390,greyshh
338,Iluzjonista,2006,"7,8",283 021,18 października 2014,8,203657,greyshh
339,Tożsamość Bourne'a,2002,"7,6",226 133,18 października 2014,6,31497,greyshh
340,Desperado,1995,"7,1",184 477,18 października 2014,8,36,greyshh
341,Dziennik Bridget Jones,2001,"6,9",271 886,18 października 2014,7,4340,greyshh
342,Notting Hill,1999,"7,1",163 237,18 października 2014,6,683,greyshh
343,Vicky Cristina Barcelona,2008,"7,0",194 767,18 października 2014,7,405077,greyshh
344,Sala samobójców,2011,"6,3",297 568,18 października 2014,6,539509,greyshh
345,"Złap mnie, jeśli potrafisz",2002,"7,9",305 213,18 października 2014,8,32362,greyshh
346,Oliver Twist,2005,"6,6",27 071,18 października 2014,8,114999,greyshh
347,Wodny świat,1995,"6,8",97 616,18 października 2014,7,11752,greyshh
348,Pretty Woman,1990,"7,4",184 900,18 października 2014,6,1238,greyshh
349,Śniadanie u Tiffany'ego,1961,"7,8",146 683,18 października 2014,8,1318,greyshh
350,Les Misérables: Nędznicy,2012,"7,4",102 554,18 października 2014,6,599595,greyshh
351,The Social Network,2010,"7,0",218 812,18 października 2014,7,528258,greyshh
352,Dzień świra,2002,"7,8",593 344,18 października 2014,8,31413,greyshh
353,Billy Elliot,2000,"7,6",136 970,18 października 2014,9,1471,greyshh
354,The Runaways: Prawdziwa historia,2010,"7,1",24 394,18 października 2014,6,495247,greyshh
355,Listy do M.,2011,"6,9",232 088,18 października 2014,7,613510,greyshh
356,Kiler,1997,"7,7",432 960,18 października 2014,8,529,greyshh
357,Powstanie Warszawskie,2014,"7,2",30 272,18 października 2014,7,690058,greyshh
358,Władca Pierścieni: Powrót króla,2003,"8,4",497 513,18 października 2014,9,11841,greyshh
359,Kawa i papierosy,2003,"7,6",64 548,18 października 2014,7,110812,greyshh
360,W pogoni za szczęściem,2006,"8,1",255 168,18 października 2014,7,240046,greyshh
361,Incepcja,2010,"8,3",579 070,18 października 2014,10,500891,greyshh
362,Transcendencja,2014,"6,5",111 689,18 października 2014,7,670682,greyshh
363,Lucy,2014,"6,3",211 484,18 października 2014,5,687712,greyshh
364,Charlie,2012,"7,6",137 158,18 października 2014,6,572639,greyshh
365,Cast Away - poza światem,2000,"7,5",560 882,18 października 2014,9,1470,greyshh
366,Madagaskar,2005,"7,5",381 858,18 października 2014,7,107535,greyshh
367,Shrek Trzeci,2007,"6,6",198 814,18 października 2014,5,125973,greyshh
368,Shrek 2,2004,"7,4",284 580,18 października 2014,6,33404,greyshh
369,Shrek,2001,"7,8",802 676,18 października 2014,7,9509,greyshh
370,Coco Chanel,2009,"6,7",55 848,18 października 2014,6,437158,greyshh
371,Wywiad z wampirem,1994,"7,7",293 495,18 października 2014,8,1002,greyshh
372,Top Gun,1986,"7,2",100 650,18 października 2014,8,1010,greyshh
373,Charlie i fabryka czekolady,2005,"7,1",328 965,18 października 2014,7,104541,greyshh
374,Alicja w Krainie Czarów,2010,"7,1",353 141,18 października 2014,7,465818,greyshh
375,Wściekłe psy,1992,"8,0",205 429,18 października 2014,10,11843,greyshh
376,Chicago,2002,"7,4",88 534,18 października 2014,8,33246,greyshh
377,Czarny łabędź,2010,"7,7",344 220,18 października 2014,7,526137,greyshh
378,RRRrrrr!!!,2004,"6,3",99 373,18 października 2014,5,118644,greyshh
379,Władca Pierścieni: Dwie wieże,2002,"8,3",478 840,18 października 2014,8,31451,greyshh
380,Jestem Bogiem,2011,"7,6",329 439,18 października 2014,7,548252,greyshh
381,Gnijąca panna młoda,2005,"7,5",215 754,18 października 2014,8,118497,greyshh
382,Cztery pokoje,1995,"7,5",135 773,18 października 2014,6,32,greyshh
383,Jackie Brown,1997,"7,4",72 474,18 października 2014,8,73,greyshh
384,Grindhouse: Death Proof,2007,"7,1",170 390,18 października 2014,8,219933,greyshh
385,Las Vegas Parano,1998,"7,5",158 618,18 października 2014,7,772,greyshh
386,Mr. & Mrs. Smith,2005,"6,7",409 273,18 października 2014,6,108931,greyshh
387,Ocean's Eleven: Ryzykowna gra,2001,"7,6",214 924,18 października 2014,7,8263,greyshh
388,Ocean's Twelve: Dogrywka,2004,"7,2",133 575,18 października 2014,8,105744,greyshh
389,Życie jest piękne,1997,"8,4",269 739,18 października 2014,8,208,greyshh
390,Django,2012,"8,3",460 332,18 października 2014,10,620541,greyshh
391,Wyznania gejszy,2005,"7,7",174 746,18 października 2014,9,173500,greyshh
392,Ray,2004,"7,9",50 525,18 października 2014,8,96506,greyshh
393,Wilk z Wall Street,2013,"7,7",426 535,18 października 2014,8,426597,greyshh
394,Prestiż,2006,"8,1",372 094,18 października 2014,8,259945,greyshh
395,Moulin Rouge!,2001,"7,3",117 924,18 października 2014,8,7874,greyshh
396,Sweeney Todd: Demoniczny golibroda z Fleet Street,2007,"7,5",202 371,18 października 2014,7,191945,greyshh
397,Czekolada,2000,"7,5",208 485,18 października 2014,6,4545,greyshh
398,Imagine,2012,"7,4",38 948,18 października 2014,8,607122,greyshh
399,Chłopaki nie płaczą,2000,"7,8",407 801,17 października 2014,7,843,greyshh
400,Kac Vegas,2009,"7,3",706 627,17 października 2014,7,487211,greyshh
401,Wyspa tajemnic,2010,"8,2",551 323,17 października 2014,7,464256,greyshh
402,Zielona mila,1999,"8,6",961 388,17 października 2014,9,862,greyshh
403,Piraci z Karaibów: Klątwa Czarnej Perły,2003,"7,7",709 772,17 października 2014,8,37309,greyshh
404,Ciekawy przypadek Benjamina Buttona,2008,"7,7",480 433,17 października 2014,9,123383,greyshh
405,Bękarty wojny,2009,"8,0",549 371,17 października 2014,8,137747,greyshh
406,Piękny umysł,2001,"8,3",479 478,17 października 2014,7,31864,greyshh
407,Podziemny krąg,1999,"8,3",583 382,17 października 2014,9,837,greyshh
408,Diabeł ubiera się u Prady,2006,"6,9",358 890,17 października 2014,6,250272,greyshh
409,Kill Bill,2003,"7,4",356 479,17 października 2014,8,33200,greyshh
410,Jestem legendą,2007,"7,5",461 709,17 października 2014,5,217801,greyshh
411,Efekt motyla,2004,"7,8",492 712,17 października 2014,9,40252,greyshh
412,American Beauty,1999,"7,6",501 565,17 października 2014,8,836,greyshh
413,Pulp Fiction,1994,"8,3",632 495,17 października 2014,10,1039,greyshh
414,Requiem dla snu,2000,"7,8",651 599,17 października 2014,8,9136,greyshh
415,Władca Pierścieni: Drużyna Pierścienia,2001,"8,0",696 966,17 października 2014,10,1065,greyshh
416,Skazani na Shawshank,1994,"8,8",873 590,17 października 2014,10,1048,greyshh
417,Forrest Gump,1994,"8,5",947 831,17 października 2014,10,998,greyshh
418,Leon zawodowiec,1994,"8,1",809 012,17 października 2014,10,671,greyshh
